NOTE  |Author: Ahsan Iqbal
NOTE  |Attack: lavaloonion -ver. 2.6.1c- (2 side) -External Edges-
NOTE  |Make Troops: 28 loon, 2 lava, 10-20 minions, 4 wb
NOTE  |Make Spells: 11 Haste, 1 haste (CC),1 rage (CC)

      |-----------------------------------------------------------------------------------------------|
      |                                                                                               |
      |                                                                                               |

      |EXTR. GOLD |EXTR.ELIXIR|EXTR. DARK |DEPO. GOLD |DEPO.ELIXIR|DEPO. DARK |TOWNHALL   |FORCED SIDE|
      |VECTOR_____|INDEX______|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|SLEEPBEFORE|
DROP  |B          |1          |1          |Lava       |0          |0          |600-900    |           |
DROP  |E          |2-8        |25%        |Ball       |20-30      |10-20      |0          |           |
DROP  |G          |1-6        |25%        |Ball       |20-30      |10-20      |1000       |           |
DROP  |I          |1          |1          |HaSpell    |0          |0          |0          |           |
DROP  |I          |5          |1          |HaSpell    |10         |0          |100        |           |
DROP  |J          |4          |1          |HaSpell    |10         |0          |100        |           |
DROP  |C          |1          |1          |Lava       |0          |0          |600-900    |           |
DROP  |F          |2-8        |25%        |Ball       |20-30      |10-20      |0          |           |
DROP  |H          |1-6        |25%        |Ball       |20-30      |10-20      |1000       |           |
DROP  |L          |1          |1          |HaSpell    |0          |0          |0          |           |
DROP  |L          |5          |1          |HaSpell    |10         |0          |0          |           |
DROP  |K          |4          |1          |HaSpell    |10         |0          |0          |           |
DROP  |E          |1-7        |25%        |Mini       |20-30      |10-20      |0          |           |
DROP  |G          |1-7        |25%        |Mini       |20-30      |10-20      |500        |           |
DROP  |F          |1-7        |25%        |Mini       |20-30      |10-20      |0          |           |
DROP  |H          |1-7        |25%        |Mini       |20-30      |10-20      |500        |           |
DROP  |C          |4          |1          |castle     |0          |0          |0          |           |
DROP  |C          |9          |1          |warden     |0          |0          |0          |           |

      |DEFENSE____|OPTIONS________|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|____________|
DROPS |EAGLE      |R:T,B:T,S:A,L:T|1          |FSpell     |0          |0          |0          |            |

      |DEFENSE____|OPTIONS________|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|____________|
DROPS |EAGLE      |R:T,B:F,S:A    |1          |FSpell     |0          |0          |0          |            |

      |VECTOR_____|INDEX______|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|SLEEPBEFORE|
DROP  |M          |4          |1          |HaSpell    |10         |0          |50         |           |
DROP  |N          |1          |1          |HaSpell    |10         |0          |50         |           |
DROP  |P          |4          |1          |HaSpell    |10         |0          |50         |           |
DROP  |O          |1          |1          |HaSpell    |10         |0          |50         |           |

      |DEFENSE____|OPTIONS________|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|____________|
DROPS |INFERNO    |R:T,B:T,S:A,L:T|1          |FSpell     |0          |0          |0          |            |

      |DEFENSE____|OPTIONS________|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|____________|
DROPS |INFERNO    |R:T,B:F,S:A    |1          |FSpell     |0          |0          |0          |            |

      |VECTOR_____|INDEX______|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|SLEEPBEFORE|
DROP  |B          |10         |3          |Wall       |0          |0          |50         |           |
DROP  |B          |10         |1          |king       |0          |0          |0          |           |
DROP  |Q          |2          |1          |HaSpell    |0          |0          |100        |           |
DROP  |B          |10         |3          |Wall       |0          |0          |50         |           |
DROP  |B          |10         |1          |queen      |0          |0          |50         |           |
WAIT  |1000-2000  |           |           |           |           |           |           |           |
DROP  |C          |1          |1          |warden     |0          |0          |50         |           |
RECALC|           |           |           |           |0          |0          |0          |           | 
DROP  |R          |1          |1          |HaSpell    |0          |0          |100        |           |
DROP  |R          |1          |1          |RSpell     |0          |0          |100        |           |
DROP  |A          |1          |1          |Remain     |0          |0          |100-300    |           |
